node,x,y,res_val,connections,cluster_num
69,0.5094954760971584,-0.5652122286843531,0.20239798587848146,"[(69, 288), (69, 865), (69, 103), (69, 584), (69, 265), (69, 724), (69, 821), (69, 347), (69, 798)]",1
70,0.04280953997378134,0.9692151963861046,0.24083104939044403,"[(70, 163), (70, 933), (70, 328), (70, 812), (70, 751), (70, 240), (70, 665)]",2
71,-0.4953959053900454,-0.3778004719016437,0.06874788330935214,"[(71, 449), (71, 708), (71, 60), (71, 645), (71, 981)]",1
72,-0.12482163243270983,-0.8753165993002259,0.1527649143704792,"[(72, 800), (72, 716), (72, 806), (72, 559)]",2
73,0.6594896174235365,0.45022581881712687,0.2026028160828498,"[(73, 672), (73, 897), (73, 964), (73, 104), (73, 140), (73, 589), (73, 840), (73, 17), (73, 946), (73, 566), (73, 440), (73, 890), (73, 216), (73, 986)]",1
74,0.7488265589861884,-0.40716746518274904,0.021920982065444516,"[(74, 770), (74, 811), (74, 357), (74, 523), (74, 590), (74, 270), (74, 952), (74, 761), (74, 859)]",4
75,0.6321426971782826,-0.19991949117132313,0.20085978585438416,"[(75, 25), (75, 514), (75, 674), (75, 734), (75, 885)]",4
76,-0.6029797321377393,-0.19204258227009596,0.13578221690245953,"[(76, 868), (76, 901), (76, 230), (76, 927), (76, 844), (76, 398), (76, 719), (76, 306), (76, 302), (76, 760), (76, 63), (76, 575)]",2
77,0.4218158681127995,-0.4245491889069606,0.12654376493833613,"[(77, 832), (77, 258), (77, 419), (77, 684), (77, 155), (77, 30)]",3
78,-0.7940341453750954,0.75800261530537,0.1283070927453186,"[(78, 400), (78, 710), (78, 682), (78, 338), (78, 48), (78, 178), (78, 470), (78, 509)]",2
79,0.811828705719033,0.837009983368832,0.05008433801675144,"[(79, 834), (79, 171), (79, 100), (79, 882), (79, 11), (79, 866), (79, 904), (79, 210), (79, 707), (79, 858), (79, 379), (79, 445), (79, 478)]",1
80,0.8434204837097861,0.2868690257554092,0.12448172226521453,"[(80, 421), (80, 557), (80, 175), (80, 982), (80, 442), (80, 540)]",3
81,0.7684873892752986,-0.6001512350597831,0.20192457431872454,"[(81, 902), (81, 503), (81, 205), (81, 368), (81, 307), (81, 723), (81, 247), (81, 570), (81, 91), (81, 126)]",3
82,-0.009303616403925297,-0.782014732761313,0.11847008766383538,"[(82, 472), (82, 654), (82, 415)]",2
83,0.0251707523232656,0.5653402487905246,0.23463062079043923,"[(83, 320), (83, 66), (83, 105), (83, 109), (83, 655), (83, 85), (83, 919), (83, 24), (83, 860), (83, 789)]",4
84,-0.017706945770535665,0.21592111422520488,0.011210199359953127,"[(84, 417), (84, 678), (84, 872), (84, 233), (84, 237), (84, 721), (84, 407), (84, 88), (84, 794), (84, 731)]",1
85,0.011783892627409198,0.587494214406526,0.05218015733438375,"[(85, 320), (85, 66), (85, 105), (85, 109), (85, 83), (85, 919), (85, 24), (85, 317)]",1
86,0.8291756407044286,-0.2281433050018813,0.1930976996072354,"[(86, 937), (86, 43), (86, 172), (86, 464), (86, 987), (86, 925), (86, 510)]",4
87,0.09410363976456759,0.7202109120775322,0.11521230146730416,"[(87, 512), (87, 576), (87, 465), (87, 182), (87, 154), (87, 348), (87, 317), (87, 768)]",1
88,0.046187725524114764,0.19649952275996707,0.1790192747994972,"[(88, 417), (88, 644), (88, 833), (88, 84), (88, 407), (88, 794), (88, 731)]",2
89,-0.8298543530282942,0.5068436532410108,0.15746279951329584,"[(89, 4), (89, 975), (89, 785), (89, 181), (89, 90), (89, 725)]",1
90,-0.7720885043365422,0.4922612733327574,0.22185084210202316,"[(90, 483), (90, 164), (90, 586), (90, 975), (90, 785), (90, 274), (90, 181), (90, 89), (90, 350), (90, 725)]",2
91,0.7359921912017173,-0.6072733567495938,0.014664243600586574,"[(91, 3), (91, 902), (91, 503), (91, 205), (91, 368), (91, 81), (91, 307), (91, 247), (91, 570), (91, 286), (91, 255)]",2
92,0.09485050850242804,0.005015901071929951,0.14975680006748818,"[(92, 545), (92, 773), (92, 358), (92, 551), (92, 200), (92, 235), (92, 627), (92, 929)]",2
93,-0.06751938569587668,0.8610271669672849,0.04764269755018724,"[(93, 64), (93, 128), (93, 616), (93, 623), (93, 342), (93, 313), (93, 443), (93, 751)]",2
94,0.9083638861966321,0.6679650492481444,0.1538703533266694,"[(94, 323), (94, 676), (94, 395), (94, 12), (94, 688), (94, 22)]",2
95,0.3163724297678969,-0.8464996544982861,0.18200829684268788,"[(95, 614), (95, 810), (95, 683), (95, 125), (95, 752), (95, 628), (95, 26), (95, 636), (95, 314)]",3
96,-0.5352746885003443,0.9580571718291613,0.008234295512373424,"[(96, 968), (96, 553), (96, 378), (96, 651), (96, 375)]",1
97,0.7056012907937836,-0.5027715411419234,0.17471146620344855,"[(97, 523), (97, 971), (97, 747), (97, 811), (97, 590), (97, 952), (97, 859)]",4
98,-0.3177984076806526,-0.5416802475814437,0.1286782009421164,"[(98, 642), (98, 259), (98, 934), (98, 38), (98, 457), (98, 558), (98, 239), (98, 595), (98, 918), (98, 926)]",4
99,-0.33225526923017656,0.10870288829527741,0.15022596519659379,"[(99, 582), (99, 526), (99, 943), (99, 309), (99, 534), (99, 600), (99, 795), (99, 669)]",1
100,0.7974518474326535,0.817347504525807,0.16708904842063454,"[(100, 834), (100, 707), (100, 866), (100, 882), (100, 11), (100, 818), (100, 79), (100, 904), (100, 210), (100, 535), (100, 858), (100, 379), (100, 445), (100, 478)]",3
101,-0.6133008146339709,0.0267817057507862,0.11348170065695246,"[(101, 224), (101, 199), (101, 808), (101, 329), (101, 983), (101, 910), (101, 116), (101, 438), (101, 311), (101, 223)]",3
102,-0.4739766001021972,-0.07231248886562547,0.07266780086142163,"[(102, 34), (102, 251), (102, 399), (102, 387), (102, 827), (102, 316), (102, 989)]",3
103,0.5381186473856185,-0.5717937757836014,0.050423313696591365,"[(103, 288), (103, 865), (103, 69), (103, 265), (103, 724), (103, 821), (103, 347), (103, 798)]",3
104,0.7173096709511546,0.43411512891727755,0.058268234622530474,"[(104, 672), (104, 706), (104, 964), (104, 840), (104, 73), (104, 589), (104, 440), (104, 341), (104, 566), (104, 151), (104, 216), (104, 505), (104, 890)]",1
105,0.024510500297336257,0.5310240003119318,0.05524806687406794,"[(105, 320), (105, 66), (105, 109), (105, 655), (105, 83), (105, 85), (105, 919), (105, 24), (105, 860), (105, 789)]",3
106,-0.4065388108757293,-0.15672747220483974,0.19282631521338817,"[(106, 34), (106, 675), (106, 578), (106, 989), (106, 435), (106, 316), (106, 605)]",4
107,-0.5197622170332068,0.8435395494859703,0.10136138713393775,"[(107, 994), (107, 611), (107, 228), (107, 488), (107, 491), (107, 204), (107, 619), (107, 441), (107, 189), (107, 991)]",3
108,0.14501558206039356,0.8977574611430876,0.15890713017337096,"[(108, 816), (108, 165), (108, 455), (108, 876), (108, 812), (108, 653), (108, 527), (108, 240), (108, 786), (108, 665), (108, 933), (108, 799)]",3
109,0.09076394994261916,0.5623732802348813,0.21916192995840023,"[(109, 320), (109, 66), (109, 105), (109, 907), (109, 241), (109, 83), (109, 468), (109, 85), (109, 793), (109, 860), (109, 789)]",3
110,0.9480247671171447,0.3618850369052973,0.03770342252227765,"[(110, 912), (110, 45), (110, 336), (110, 982), (110, 857), (110, 185), (110, 730)]",4
111,-0.26577017981872086,-0.32596109629216796,0.23871881927146427,"[(111, 960), (111, 355), (111, 326), (111, 748), (111, 16), (111, 692), (111, 953), (111, 861)]",3
112,-0.16661667266732638,0.5586935929711305,0.11958210334469163,"[(112, 67), (112, 807), (112, 487), (112, 501), (112, 921), (112, 117), (112, 767)]",4
113,0.20578976099956625,-0.6912208087727498,0.1089149493261912,"[(113, 367), (113, 61), (113, 31)]",2
114,0.4032825469036787,0.23913920366560126,0.24607688352979554,"[(114, 331), (114, 14), (114, 531), (114, 659), (114, 120), (114, 537), (114, 507)]",3
115,-0.902421151217385,-0.41529634868113763,0.05573486602191988,"[(115, 928), (115, 779), (115, 715), (115, 528), (115, 409), (115, 474), (115, 315), (115, 922), (115, 862)]",1
116,-0.586422719523457,0.06273880117164876,0.24428100246330786,"[(116, 224), (116, 101), (116, 199), (116, 808), (116, 329), (116, 983), (116, 438), (116, 311), (116, 444), (116, 223)]",3
117,-0.14980610810720996,0.5510747237349873,0.026763684742635796,"[(117, 67), (117, 807), (117, 487), (117, 112), (117, 919), (117, 921), (117, 250), (117, 767)]",2
118,-0.6784715496067966,0.6971719836287538,0.23363648476413185,"[(118, 710), (118, 360), (118, 873), (118, 404), (118, 245), (118, 949)]",4
119,0.10975690937273441,-0.6568074097992018,0.20228216908655608,"[(119, 480), (119, 891), (119, 484), (119, 5), (119, 334), (119, 367), (119, 272), (119, 244), (119, 463), (119, 148), (119, 447), (119, 61), (119, 31)]",4
120,0.3420443632022532,0.27394048510361757,0.18508370742380634,"[(120, 705), (120, 554), (120, 14), (120, 114), (120, 659), (120, 537)]",1
121,-0.032717228551208954,-0.5781131089577272,0.00490504768476252,"[(121, 704), (121, 193), (121, 322), (121, 742), (121, 903), (121, 845), (121, 46), (121, 563), (121, 691), (121, 979)]",3
122,0.09415328927339095,-0.3634931784589355,0.029105446880006824,"[(122, 836), (122, 456), (122, 592), (122, 984), (122, 536), (122, 602)]",4
123,-0.22318396532680418,0.8372852254921781,0.03225790884507876,"[(123, 2), (123, 454), (123, 646), (123, 40), (123, 886), (123, 380), (123, 805)]",1
124,0.4191554560156474,-0.7478729505981596,0.012429520365137336,"[(124, 261), (124, 973), (124, 301), (124, 335), (124, 752), (124, 762), (124, 186)]",3
125,0.3473130801876252,-0.8524806196973487,0.19187775286147052,"[(125, 810), (125, 683), (125, 752), (125, 628), (125, 26), (125, 636), (125, 314), (125, 95)]",1
126,0.8372468627833292,-0.5768871424109443,0.03851525680316356,"[(126, 902), (126, 587), (126, 81), (126, 723), (126, 631), (126, 27)]",2
127,-0.4587980048907514,0.2913860197866103,0.15789921909871715,"[(127, 561), (127, 607), (127, 279), (127, 231)]",3
128,-0.12628950460873822,0.8028425246803657,0.0911307181325566,"[(128, 995), (128, 264), (128, 623), (128, 616), (128, 342), (128, 313), (128, 93), (128, 543)]",4
129,0.7862538519866957,0.9958693705493227,0.17224542410802662,"[(129, 333)]",4
130,0.9232794320162419,-0.8440419760740763,0.1450538868358929,"[(130, 738), (130, 452), (130, 229), (130, 898), (130, 591), (130, 403), (130, 632), (130, 996), (130, 389)]",3
131,0.9934427361002702,-0.9591468476608482,0.1201304313437192,"[(131, 632), (131, 389), (131, 750)]",3
132,-0.9456904546268314,-0.7953638514172676,0.13193895211978512,"[(132, 608), (132, 993), (132, 746), (132, 473), (132, 57), (132, 413)]",2
133,-0.1981021259099569,-0.739603306636671,0.1670381051640732,"[(133, 0), (133, 354), (133, 667), (133, 52), (133, 559)]",3
134,0.5471424780866272,-0.44572940961072827,0.03109469690405242,"[(134, 39), (134, 265), (134, 880), (134, 693), (134, 30), (134, 533)]",2
135,-0.011638647827590276,-0.8959393806085072,0.1178516588629697,"[(135, 806), (135, 361), (135, 267), (135, 654), (135, 977), (135, 562)]",2
136,0.4834003486270575,0.7548381432171258,0.06870954774931476,"[(136, 68), (136, 370), (136, 686), (136, 50), (136, 374), (136, 157)]",3
137,0.3619304211295564,0.38219196239020925,0.0702952627100685,"[(137, 780), (137, 940), (137, 236), (137, 180), (137, 278), (137, 893)]",2
138,0.9829669856365244,-0.00602868407543955,0.22362470837402376,"[(138, 609), (138, 36), (138, 422), (138, 462), (138, 211), (138, 372)]",2
139,-0.9219415116551886,0.3503725000317246,0.1482545671641655,"[(139, 714), (139, 162), (139, 4), (139, 658)]",1
140,0.6332267173430817,0.37338087770884365,0.03150702519082041,"[(140, 672), (140, 440), (140, 964), (140, 840), (140, 73), (140, 589), (140, 174), (140, 17), (140, 782), (140, 216), (140, 890)]",1
141,0.28925573770902946,-0.2037979757888453,0.20513325681417754,"[(141, 848), (141, 289), (141, 291), (141, 393), (141, 938), (141, 427), (141, 720), (141, 660), (141, 149), (141, 969), (141, 757)]",1
142,0.7692430402195787,0.5754014053889227,0.1154292814634719,"[(142, 168), (142, 697), (142, 146), (142, 970), (142, 151)]",4
143,-0.62466024778541,-0.9954094093627674,0.052364038616122266,"[(143, 728), (143, 577), (143, 829)]",4
144,-0.3792311204952503,0.46109251182594346,0.033181382228583106,"[(144, 192), (144, 256), (144, 930), (144, 905), (144, 908), (144, 911), (144, 560), (144, 159)]",4
145,-0.7813922069308405,-0.14403542395708735,0.23312916397097516,"[(145, 1), (145, 516), (145, 485), (145, 550), (145, 208), (145, 467), (145, 506), (145, 572), (145, 895)]",4
146,0.8259467175090451,0.4951347450695289,0.11422581930995507,"[(146, 942), (146, 970), (146, 151), (146, 142), (146, 341), (146, 697), (146, 185), (146, 828)]",1
147,-0.8905833394906801,-0.6029616840892489,0.2036368362851777,"[(147, 325), (147, 166), (147, 881), (147, 296), (147, 617), (147, 459), (147, 883), (147, 496), (147, 744), (147, 851), (147, 980), (147, 649), (147, 699), (147, 28), (147, 29)]",1
148,0.1380000447951384,-0.6135025845090707,0.007832841330268764,"[(148, 480), (148, 484), (148, 5), (148, 334), (148, 367), (148, 272), (148, 244), (148, 463), (148, 119), (148, 447), (148, 61), (148, 31)]",1
149,0.3011472452555546,-0.2858410447555404,0.19956135162689737,"[(149, 546), (149, 969), (149, 458), (149, 141), (149, 660), (149, 700), (149, 637)]",1
150,0.829894404332876,0.1365299087158207,0.18452069137948482,"[(150, 385), (150, 549), (150, 518), (150, 711), (150, 875), (150, 557), (150, 175), (150, 466), (150, 405), (150, 540), (150, 830), (150, 351)]",4
151,0.7619277358046366,0.47760144679257865,0.04804905468787715,"[(151, 942), (151, 104), (151, 142), (151, 146), (151, 341), (151, 566), (151, 697), (151, 505)]",4
152,-0.8836892694575638,-0.11869036478588746,0.21170645378712002,"[(152, 516), (152, 871), (152, 597), (152, 506), (152, 572), (152, 895)]",2
153,0.3860865909598432,-0.6467568195039399,0.08046677232694094,"[(153, 584), (153, 973), (153, 335), (153, 724), (153, 664), (153, 762)]",2
154,0.15843248597337745,0.7358418097205921,0.06198965912463128,"[(154, 512), (154, 576), (154, 165), (154, 182), (154, 87), (154, 799), (154, 348), (154, 768), (154, 639)]",1
155,0.41235428613711456,-0.36634978270735585,0.09761103382113182,"[(155, 832), (155, 419), (155, 684), (155, 77), (155, 700), (155, 637), (155, 30)]",2
156,-0.9693973950796406,-0.32263099011828333,0.03606198522715193,"[(156, 928), (156, 353), (156, 588), (156, 20), (156, 406), (156, 409), (156, 955), (156, 477)]",4
157,0.5244165043575473,0.7948581906344376,0.23038961235210823,"[(157, 136), (157, 370), (157, 686), (157, 183)]",1
158,-0.13373060612444454,-0.37806915255520024,0.11553146033367992,"[(158, 864), (158, 680), (158, 426), (158, 428), (158, 776), (158, 888), (158, 56), (158, 826), (158, 219), (158, 222)]",2
159,-0.38726932086605204,0.38543755649117695,0.04114031678342986,"[(159, 144), (159, 192), (159, 930), (159, 908), (159, 607)]",2
160,-0.8380756389359634,0.9571602160601549,0.0035353820070027075,"[(160, 962), (160, 803), (160, 620), (160, 177), (160, 663), (160, 763)]",4
161,0.2318700823876083,-0.5625983433734638,0.24758451579258195,"[(161, 363), (161, 511), (161, 5), (161, 214), (161, 437)]",4
162,-0.9392282068534252,0.3748057916097596,0.1319695556776206,"[(162, 658), (162, 139), (162, 4), (162, 714), (162, 726)]",2
163,0.059216458123034554,0.9545761799834036,0.1559422599711038,"[(163, 933), (163, 70), (163, 328), (163, 812), (163, 653), (163, 527), (163, 240), (163, 665), (163, 751)]",2
164,-0.7436156491960102,0.4390085283822611,0.035646302941724606,"[(164, 975), (164, 274), (164, 788), (164, 181), (164, 90), (164, 603), (164, 62), (164, 725)]",3
165,0.18238141274652597,0.8277210174191889,0.1923015726206159,"[(165, 512), (165, 576), (165, 455), (165, 876), (165, 108), (165, 847), (165, 816), (165, 401), (165, 154), (165, 799)]",4
166,-0.9329943565018195,-0.6708725551405765,0.15390059635736833,"[(166, 608), (166, 295), (166, 744), (166, 496), (166, 147), (166, 473), (166, 851), (166, 28)]",3
167,0.27821642836741045,0.17401352453822416,0.10601265260648501,"[(167, 201), (167, 554), (167, 961), (167, 705)]",1
168,0.7774434814508062,0.6620218946806871,0.08646212153000993,"[(168, 970), (168, 727), (168, 882), (168, 142), (168, 47), (168, 818), (168, 22), (168, 535)]",2
169,-0.8075392631352558,-0.9824835895896162,0.17064292426373434,"[(169, 547), (169, 51), (169, 430), (169, 294), (169, 577)]",1
170,-0.2971514645744908,0.5734421244837742,0.17157416897692357,"[(170, 424), (170, 492), (170, 621), (170, 790), (170, 879)]",4
171,0.875101660061989,0.9032674245461589,0.08475827124851495,"[(171, 866), (171, 520), (171, 11), (171, 333), (171, 79), (171, 858), (171, 445), (171, 318)]",1
