house,x,y,dem,soc,dam,group,connections,x_mean,x_std,y_mean,y_std
48,58.818651330206436,93.40969655781883,89.00840664208,10.0,76.11417394401263,4,"[(48, 46), (48, 29), (48, 57), (48, 10)]",45.12576878263847,22.373066916325826,86.43129771517778,55.045531140156456
49,51.467622286808115,62.01116873100315,80.13070886418838,7.5,56.73939550890563,4,"[(49, 230), (49, 199), (49, 147)]",45.12576878263847,22.373066916325826,86.43129771517778,55.045531140156456
50,59.474359487182404,6.338097910799661,72.29579118252276,2.5,32.90622869899103,3,"[(50, 40)]",45.12576878263847,22.373066916325826,86.43129771517778,55.045531140156456
51,19.51025923500468,48.91269752538359,100.0,22.5,34.21147838019414,5,"[(51, 115), (51, 157), (51, 377), (51, 390), (51, 187), (51, 251), (51, 217), (51, 155), (51, 213)]",45.12576878263847,22.373066916325826,86.43129771517778,55.045531140156456
52,52.06051756871458,54.30922356572045,84.27622483343931,12.5,53.184870567217516,4,"[(52, 219), (52, 172), (52, 156), (52, 133), (52, 153)]",45.12576878263847,22.373066916325826,86.43129771517778,55.045531140156456
53,6.271089533947574,93.26528338492955,85.49961744299202,2.5,49.76818645943856,2,"[(53, 389)]",45.12576878263847,22.373066916325826,86.43129771517778,55.045531140156456
54,28.307858951348113,10.394277020526758,22.09172234175129,5.0,19.351067985937433,1,"[(54, 56), (54, 385)]",45.12576878263847,22.373066916325826,86.43129771517778,55.045531140156456
55,26.390477289750205,57.39606256293881,47.24892554872515,15.0,41.89326992634451,2,"[(55, 387), (55, 374), (55, 368), (55, 334), (55, 359), (55, 72)]",45.12576878263847,22.373066916325826,86.43129771517778,55.045531140156456
56,30.682189783043476,12.460638274625225,78.55791249640379,5.0,21.57141402883435,1,"[(56, 54), (56, 385)]",45.12576878263847,22.373066916325826,86.43129771517778,55.045531140156456
57,63.03255754245738,92.71112268326912,90.94514443250647,5.0,77.87184011286325,4,"[(57, 29), (57, 48)]",45.12576878263847,22.373066916325826,86.43129771517778,55.045531140156456
58,38.34133043734655,51.15240298363654,89.35359237020619,37.5,44.746866710491545,1,"[(58, 4), (58, 140), (58, 137), (58, 228), (58, 165), (58, 25), (58, 47), (58, 76), (58, 179), (58, 160), (58, 203), (58, 84), (58, 169), (58, 184), (58, 170)]",45.12576878263847,22.373066916325826,86.43129771517778,55.045531140156456
59,69.27415987380581,19.92283960440497,87.72015401755301,10.0,44.59849973910539,3,"[(59, 36), (59, 35), (59, 173), (59, 177)]",45.12576878263847,22.373066916325826,86.43129771517778,55.045531140156456
60,77.09338844421814,47.43335966052748,95.44771682014371,0.0,62.26337405237281,4,[],45.12576878263847,22.373066916325826,86.43129771517778,55.045531140156456
61,51.01684029526228,8.124683301504149,93.25772617981343,2.5,29.570761798383213,3,"[(61, 171)]",45.12576878263847,22.373066916325826,86.43129771517778,55.045531140156456
62,15.569775150186944,83.23904632164516,62.89916180789764,25.0,49.40441073591605,2,"[(62, 107), (62, 80), (62, 105), (62, 337), (62, 370), (62, 354), (62, 345), (62, 34), (62, 100), (62, 112)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
63,26.265090744239508,3.9804531817832896,45.54408749611309,5.0,15.122771963011399,1,"[(63, 111), (63, 360)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
64,25.874584079178906,78.14578480601442,77.22195641379692,25.0,52.01018444259666,2,"[(64, 340), (64, 95), (64, 333), (64, 68), (64, 378), (64, 357), (64, 392), (64, 65), (64, 367), (64, 350)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
65,23.062383295071587,80.73095048061958,62.266303436938344,27.500000000000004,51.89666688784558,2,"[(65, 80), (65, 95), (65, 333), (65, 354), (65, 345), (65, 350), (65, 392), (65, 381), (65, 64), (65, 112), (65, 357)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
66,33.05813832067082,92.9338560696468,74.04620035251168,7.5,62.99599719515881,2,"[(66, 67), (66, 5), (66, 109)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
67,35.691567148555,88.7670337031279,58.35044042918778,5.0,62.229300425841444,2,"[(67, 5), (67, 66)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
68,22.560434851061398,74.49603644405647,68.57791995430982,27.500000000000004,48.52823564755894,2,"[(68, 340), (68, 74), (68, 333), (68, 131), (68, 378), (68, 350), (68, 392), (68, 64), (68, 382), (68, 367), (68, 125)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
69,7.956323853254723,67.88320872873398,92.0555429813715,2.5,37.919766290994346,2,"[(69, 90)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
70,34.41455547530228,75.88258187346685,63.547326252960204,7.5,55.14856867438456,2,"[(70, 355), (70, 128), (70, 42)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
71,45.161122140075115,13.619903618478602,75.32215263792637,5.0,29.39051287927686,3,"[(71, 211), (71, 204)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
72,30.617444061690964,53.56243827618537,69.59734588202814,17.5,42.08994116893817,1,"[(72, 387), (72, 4), (72, 55), (72, 203), (72, 140), (72, 22), (72, 359)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
73,25.675395015792493,35.28640669659701,100.0,90.0,30.48090085619475,5,"[(73, 325), (73, 242), (73, 270), (73, 327), (73, 244), (73, 301), (73, 302), (73, 330), (73, 232), (73, 358), (73, 380), (73, 248), (73, 274), (73, 388), (73, 249), (73, 277), (73, 81), (73, 252), (73, 196), (73, 281), (73, 256), (73, 284), (73, 285), (73, 258), (73, 286), (73, 287), (73, 260), (73, 288), (73, 261), (73, 321), (73, 318), (73, 319), (73, 236), (73, 97), (73, 237), (73, 127)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
74,19.547133140605265,75.48894132255214,65.31190943418687,32.5,47.5180372315787,2,"[(74, 340), (74, 125), (74, 333), (74, 375), (74, 68), (74, 341), (74, 131), (74, 391), (74, 378), (74, 350), (74, 392), (74, 354), (74, 395)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
75,24.042566203033463,65.7987653835598,41.279162652095074,37.5,44.92066579329663,2,"[(75, 374), (75, 332), (75, 368), (75, 361), (75, 347), (75, 336), (75, 229), (75, 43), (75, 92), (75, 110), (75, 117), (75, 372), (75, 382), (75, 79), (75, 344)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
76,43.04700161823017,53.54724305735914,70.29927161659701,20.0,48.297122337794654,1,"[(76, 219), (76, 179), (76, 25), (76, 47), (76, 160), (76, 170), (76, 169), (76, 58)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
77,19.30633299788003,30.62177630082318,100.0,42.5,24.964054649351603,5,"[(77, 366), (77, 346), (77, 283), (77, 325), (77, 256), (77, 298), (77, 320), (77, 250), (77, 314), (77, 207), (77, 290), (77, 287), (77, 323), (77, 335), (77, 254), (77, 358), (77, 380)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
78,25.803622874808607,86.63900133792897,99.58023381592103,5.0,56.22131210636879,2,"[(78, 381), (78, 357)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
79,19.591875245940688,64.578532989927,87.95444048176451,30.0,42.08520411793384,2,"[(79, 336), (79, 342), (79, 361), (79, 75), (79, 117), (79, 376), (79, 43), (79, 114), (79, 92), (79, 3), (79, 372), (79, 373)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
80,18.847168138162623,83.36589399626669,56.998568720945464,25.0,51.10653106721466,2,"[(80, 107), (80, 95), (80, 333), (80, 370), (80, 354), (80, 345), (80, 62), (80, 381), (80, 112), (80, 65)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
81,28.486172440635123,33.67172609095251,100.0,72.5,31.078949265793817,5,"[(81, 218), (81, 73), (81, 380), (81, 244), (81, 301), (81, 302), (81, 330), (81, 248), (81, 274), (81, 388), (81, 312), (81, 249), (81, 277), (81, 278), (81, 252), (81, 253), (81, 281), (81, 255), (81, 31), (81, 284), (81, 285), (81, 321), (81, 287), (81, 260), (81, 261), (81, 318), (81, 236), (81, 97), (81, 238)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
82,35.75820728666308,3.587646150062781,33.86888858163704,0.0,19.67292671836293,1,[],22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
83,30.70184816011096,71.22729857006934,98.62357623147699,7.5,50.964573365090146,2,"[(83, 355), (83, 382), (83, 344)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
84,37.45603592576357,56.01778620486374,36.47698297314959,25.0,46.736911065313656,1,"[(84, 4), (84, 179), (84, 25), (84, 47), (84, 209), (84, 160), (84, 140), (84, 103), (84, 16), (84, 58)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
85,19.211737531540177,20.507694090183335,44.30204704556092,15.0,19.859715810861758,1,"[(85, 362), (85, 120), (85, 365), (85, 15), (85, 393), (85, 37)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
86,8.282789856784099,23.505677009700932,100.0,5.0,15.894233433242515,5,"[(86, 104), (86, 130)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
87,4.483608877469809,31.66803462583453,100.0,5.0,18.07582175165217,5,"[(87, 272), (87, 268)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
88,17.281368709725466,90.2310136777831,99.31875028331451,15.0,53.75619119375428,2,"[(88, 33), (88, 343), (88, 352), (88, 337), (88, 94), (88, 121)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
89,36.57397125925413,21.548368537429738,73.8524319928918,12.5,29.061169898341934,1,"[(89, 139), (89, 227), (89, 8), (89, 12), (89, 175)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
90,7.814665134864809,69.18381421157959,87.9645336276637,2.5,38.4992396732222,2,"[(90, 69)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
91,27.19180377875583,46.85562261455,100.0,25.0,37.02371319665291,5,"[(91, 234), (91, 377), (91, 348), (91, 271), (91, 251), (91, 217), (91, 155), (91, 197), (91, 386), (91, 324)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
92,24.168353410137062,67.93951600663513,71.01768130257761,32.5,46.053934708386095,2,"[(92, 332), (92, 368), (92, 75), (92, 347), (92, 110), (92, 229), (92, 43), (92, 378), (92, 117), (92, 372), (92, 382), (92, 79), (92, 344)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
93,27.049352852174536,96.97477260511698,96.54124211559501,15.0,62.01206272864576,2,"[(93, 356), (93, 129), (93, 384), (93, 363), (93, 371), (93, 379)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
94,13.360282874281383,90.07316187248686,57.84891622019759,12.5,51.71672237338412,2,"[(94, 88), (94, 343), (94, 337), (94, 33), (94, 389)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
95,22.990506135849397,81.51658977744181,64.60468853930773,25.0,52.253547956645605,2,"[(95, 80), (95, 333), (95, 354), (95, 345), (95, 357), (95, 392), (95, 381), (95, 64), (95, 112), (95, 65)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
96,8.884872307450548,78.66300088700284,69.69954457825173,10.0,43.773936597226694,2,"[(96, 123), (96, 100), (96, 105), (96, 349)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
97,28.539186637722946,33.81690952413251,100.0,67.5,31.17804808092773,5,"[(97, 73), (97, 244), (97, 301), (97, 302), (97, 218), (97, 248), (97, 274), (97, 388), (97, 312), (97, 249), (97, 277), (97, 81), (97, 278), (97, 252), (97, 281), (97, 255), (97, 31), (97, 284), (97, 285), (97, 287), (97, 260), (97, 232), (97, 261), (97, 318), (97, 236), (97, 321), (97, 238)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
98,21.94840982715707,9.538367741393586,93.47193820061553,2.5,15.743388784275329,1,"[(98, 385)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
99,42.25858384492898,96.51710158087093,99.9661378269078,0.0,69.38784271289995,4,[],22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
100,10.624436888400824,80.44102331982097,62.58243640237359,12.5,45.5327301041109,2,"[(100, 107), (100, 123), (100, 96), (100, 34), (100, 62)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
101,32.01391519481887,26.940421102502654,63.84650262580358,12.5,29.477168148660763,1,"[(101, 253), (101, 218), (101, 227), (101, 238), (101, 142)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
102,41.43263114405435,25.62272846600073,98.89094443959867,17.5,33.52767980502754,1,"[(102, 185), (102, 235), (102, 132), (102, 175), (102, 8), (102, 212), (102, 135)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
103,33.16621855603492,59.463299301774754,95.82244105998387,15.0,46.31475892890484,1,"[(103, 222), (103, 209), (103, 30), (103, 126), (103, 84), (103, 16)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
104,7.219404718350763,22.995802204735142,100.0,5.0,15.107603461542952,5,"[(104, 130), (104, 86)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
105,13.4021324441138,79.27211612733923,41.91258757206423,15.0,46.33712428572652,2,"[(105, 107), (105, 375), (105, 370), (105, 341), (105, 62), (105, 96)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
106,14.444556075645274,65.60901255855886,75.519170567458,20.0,40.02678431710207,2,"[(106, 342), (106, 114), (106, 376), (106, 383), (106, 3), (106, 372), (106, 373), (106, 338)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
107,13.634713309302725,83.49002162858234,65.18837699851991,20.0,48.56236746894253,2,"[(107, 80), (107, 105), (107, 370), (107, 345), (107, 34), (107, 62), (107, 100), (107, 337)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
108,20.60784037273837,54.828757804559515,84.403689345528,10.0,37.71829908864894,2,"[(108, 251), (108, 390), (108, 394), (108, 359)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
109,28.46903720580145,96.19919426527667,59.60655864703117,17.5,62.33411573553906,2,"[(109, 66), (109, 356), (109, 129), (109, 384), (109, 363), (109, 371), (109, 379)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
110,26.93882896373916,64.1472542801098,59.86044512523859,22.5,45.54304162192448,2,"[(110, 374), (110, 332), (110, 368), (110, 75), (110, 347), (110, 117), (110, 229), (110, 30), (110, 92)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
111,22.981236222467803,2.3931581763863505,57.52175649239737,2.5,12.687197199427077,1,"[(111, 63)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
112,20.97542721397456,81.69336758512584,48.71270874759496,32.5,51.3343973995502,2,"[(112, 80), (112, 392), (112, 95), (112, 381), (112, 370), (112, 354), (112, 341), (112, 345), (112, 350), (112, 357), (112, 62), (112, 333), (112, 65)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
113,47.48304357480654,46.76706429584705,24.790858231563757,20.0,47.12505393532679,1,"[(113, 150), (113, 192), (113, 44), (113, 151), (113, 137), (113, 223), (113, 154), (113, 156)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
114,16.969803434736953,63.007937201245326,43.67212212510147,30.0,39.98887031799114,2,"[(114, 394), (114, 3), (114, 361), (114, 336), (114, 376), (114, 383), (114, 342), (114, 106), (114, 372), (114, 373), (114, 79), (114, 338)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
115,21.626771914318034,44.39081231817421,100.0,55.00000000000001,33.00879211624613,5,"[(115, 157), (115, 187), (115, 328), (115, 217), (115, 246), (115, 364), (115, 213), (115, 331), (115, 276), (115, 305), (115, 251), (115, 308), (115, 196), (115, 51), (115, 286), (115, 262), (115, 377), (115, 319), (115, 348), (115, 155), (115, 324), (115, 127)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
116,12.167352260371764,34.50486366209221,100.0,42.5,23.33610796123199,5,"[(116, 275), (116, 311), (116, 122), (116, 335), (116, 263), (116, 320), (116, 250), (116, 292), (116, 272), (116, 297), (116, 259), (116, 245), (116, 280), (116, 295), (116, 310), (116, 296), (116, 289)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
117,24.347056020750077,63.30231741933433,60.68775434874934,35.0,43.8246867200422,2,"[(117, 374), (117, 332), (117, 336), (117, 368), (117, 347), (117, 361), (117, 75), (117, 229), (117, 110), (117, 43), (117, 334), (117, 92), (117, 372), (117, 79)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
118,41.538619976715395,45.92967916030666,90.68165450785793,22.5,43.73414956851103,1,"[(118, 136), (118, 137), (118, 228), (118, 165), (118, 160), (118, 223), (118, 169), (118, 184), (118, 170)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
119,0.9471235012399966,21.447052563350873,100.0,0.0,11.197088032295435,5,[],22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
120,17.549361868172763,23.734737683628126,100.0,7.5,20.642049775900446,5,"[(120, 362), (120, 85), (120, 366)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
121,20.539574768599184,94.78210370189795,61.23498232497513,20.0,57.66083923524857,2,"[(121, 88), (121, 356), (121, 339), (121, 33), (121, 384), (121, 363), (121, 379), (121, 352)]",22.793656851894706,11.303840477389704,77.66402673926345,36.8618990413924
